date,AA
10/11/1993 0:00,5.96
10/12/1993 0:00,6.02
10/13/1993 0:00,6.01
10/14/1993 0:00,5.94
10/15/1993 0:00,5.95
10/18/1993 0:00,6.07
10/19/1993 0:00,6.13
10/20/1993 0:00,6.07
10/21/1993 0:00,6.04
10/22/1993 0:00,6.15
10/25/1993 0:00,6.31
10/26/1993 0:00,6.21
10/27/1993 0:00,6.11
10/28/1993 0:00,6.03
10/29/1993 0:00,6.07
11/1/1993 0:00,6.08
11/2/1993 0:00,6.1
11/3/1993 0:00,6
11/4/1993 0:00,6.06
11/5/1993 0:00,6.1
11/8/1993 0:00,6.11
11/9/1993 0:00,6.13
11/10/1993 0:00,6.26
11/11/1993 0:00,6.21
11/12/1993 0:00,6.25
11/15/1993 0:00,6.21
11/16/1993 0:00,6.21
11/17/1993 0:00,6.17
11/18/1993 0:00,6.15
11/19/1993 0:00,6.3
11/22/1993 0:00,6.44
11/23/1993 0:00,6.47
11/24/1993 0:00,6.38
11/26/1993 0:00,6.38
11/29/1993 0:00,6.27
11/30/1993 0:00,6.21
12/1/1993 0:00,6.3
12/2/1993 0:00,6.31
12/3/1993 0:00,6.24
12/6/1993 0:00,6.17
12/7/1993 0:00,6.21
12/8/1993 0:00,6.5
12/9/1993 0:00,6.42
12/10/1993 0:00,6.49
12/13/1993 0:00,6.61
12/14/1993 0:00,6.49
12/15/1993 0:00,6.34
12/16/1993 0:00,6.3
12/17/1993 0:00,6.27
12/20/1993 0:00,6.25
12/21/1993 0:00,6.13
12/22/1993 0:00,6.15
12/23/1993 0:00,6.12
12/27/1993 0:00,6.16
12/28/1993 0:00,6.26
12/29/1993 0:00,6.22
12/30/1993 0:00,6.22
12/31/1993 0:00,6.22
1/3/1994 0:00,6.34
1/4/1994 0:00,6.33
1/5/1994 0:00,6.48
1/6/1994 0:00,6.45
1/7/1994 0:00,6.48
1/10/1994 0:00,6.65
1/11/1994 0:00,6.43
1/12/1994 0:00,6.54
1/13/1994 0:00,6.57
1/14/1994 0:00,6.55
1/17/1994 0:00,6.66
1/18/1994 0:00,6.63
1/19/1994 0:00,6.72
1/20/1994 0:00,6.67
1/21/1994 0:00,6.63
1/24/1994 0:00,6.78
1/25/1994 0:00,6.8
1/26/1994 0:00,6.86
1/27/1994 0:00,6.86
1/28/1994 0:00,6.89
1/31/1994 0:00,7.14
2/1/1994 0:00,7.16
2/2/1994 0:00,7.15
2/3/1994 0:00,7.06
2/4/1994 0:00,6.87
2/7/1994 0:00,7.05
2/8/1994 0:00,7.16
2/9/1994 0:00,7.26
2/10/1994 0:00,7.15
2/11/1994 0:00,7.05
2/14/1994 0:00,7.07
2/15/1994 0:00,7.05
2/16/1994 0:00,7.18
2/17/1994 0:00,7.1
2/18/1994 0:00,7.04
2/22/1994 0:00,6.94
2/23/1994 0:00,6.85
2/24/1994 0:00,6.88
2/25/1994 0:00,6.88
2/28/1994 0:00,6.79
3/1/1994 0:00,6.72
3/2/1994 0:00,6.9
3/3/1994 0:00,6.75
3/4/1994 0:00,6.78
3/7/1994 0:00,6.81
3/8/1994 0:00,6.74
3/9/1994 0:00,6.75
3/10/1994 0:00,6.59
3/11/1994 0:00,6.67
3/14/1994 0:00,6.63
3/15/1994 0:00,6.64
3/16/1994 0:00,6.65
3/17/1994 0:00,6.81
3/18/1994 0:00,6.96
3/21/1994 0:00,6.96
3/22/1994 0:00,7.07
3/23/1994 0:00,7.1
3/24/1994 0:00,7.06
3/25/1994 0:00,6.88
3/28/1994 0:00,6.83
3/29/1994 0:00,6.73
3/30/1994 0:00,6.47
3/31/1994 0:00,6.46
4/4/1994 0:00,6.5
4/5/1994 0:00,6.49
4/6/1994 0:00,6.53
4/7/1994 0:00,6.53
4/8/1994 0:00,6.44
4/11/1994 0:00,6.46
4/12/1994 0:00,6.46
4/13/1994 0:00,6.27
4/14/1994 0:00,6.26
4/15/1994 0:00,6.11
4/18/1994 0:00,5.99
4/19/1994 0:00,5.86
4/20/1994 0:00,5.98
4/21/1994 0:00,6.02
4/22/1994 0:00,6.11
4/25/1994 0:00,6.19
4/26/1994 0:00,6.2
4/28/1994 0:00,6.12
4/29/1994 0:00,6.13
5/2/1994 0:00,6.4
5/3/1994 0:00,6.31
5/4/1994 0:00,6.27
5/5/1994 0:00,6.25
5/6/1994 0:00,6.2
5/9/1994 0:00,6.17
5/10/1994 0:00,6.15
5/11/1994 0:00,6.13
5/12/1994 0:00,6.11
5/13/1994 0:00,6.23
5/16/1994 0:00,6.2
5/17/1994 0:00,6.4
5/18/1994 0:00,6.5
5/19/1994 0:00,6.46
5/20/1994 0:00,6.48
5/23/1994 0:00,6.41
5/24/1994 0:00,6.32
5/25/1994 0:00,6.4
5/26/1994 0:00,6.35
5/27/1994 0:00,6.37
5/31/1994 0:00,6.41
6/1/1994 0:00,6.38
6/2/1994 0:00,6.38
6/3/1994 0:00,6.41
6/6/1994 0:00,6.44
6/7/1994 0:00,6.34
6/8/1994 0:00,6.41
6/9/1994 0:00,6.46
6/10/1994 0:00,6.62
6/13/1994 0:00,6.83
6/14/1994 0:00,6.88
6/15/1994 0:00,6.76
6/16/1994 0:00,6.79
6/17/1994 0:00,6.77
6/20/1994 0:00,6.67
6/21/1994 0:00,6.75
6/22/1994 0:00,6.76
6/23/1994 0:00,6.78
6/24/1994 0:00,6.58
6/27/1994 0:00,6.66
6/28/1994 0:00,6.54
6/29/1994 0:00,6.6
6/30/1994 0:00,6.63
7/1/1994 0:00,6.85
7/5/1994 0:00,6.88
7/6/1994 0:00,6.99
7/7/1994 0:00,6.83
7/8/1994 0:00,7.16
7/11/1994 0:00,7.11
7/12/1994 0:00,7.19
7/13/1994 0:00,7.18
7/14/1994 0:00,7.2
7/15/1994 0:00,7.29
7/18/1994 0:00,7.48
7/19/1994 0:00,7.44
7/20/1994 0:00,7.31
7/21/1994 0:00,7.34
7/22/1994 0:00,7.2
7/25/1994 0:00,7.17
7/26/1994 0:00,7.31
7/27/1994 0:00,7.06
7/28/1994 0:00,6.97
7/29/1994 0:00,7.1
8/1/1994 0:00,7.2
8/2/1994 0:00,7.27
8/3/1994 0:00,7.28
8/4/1994 0:00,7.23
8/5/1994 0:00,7.17
8/8/1994 0:00,7.17
8/9/1994 0:00,7.19
8/10/1994 0:00,7.18
8/11/1994 0:00,7.12
8/12/1994 0:00,7.11
8/15/1994 0:00,7.02
8/16/1994 0:00,7.06
8/17/1994 0:00,7.04
8/18/1994 0:00,7.03
8/19/1994 0:00,7.01
8/22/1994 0:00,7.04
8/23/1994 0:00,7.06
8/24/1994 0:00,7.25
8/25/1994 0:00,7.27
8/26/1994 0:00,7.4
8/29/1994 0:00,7.47
8/30/1994 0:00,7.6
8/31/1994 0:00,7.66
9/1/1994 0:00,7.57
9/2/1994 0:00,7.53
9/6/1994 0:00,7.59
9/7/1994 0:00,7.52
9/8/1994 0:00,7.59
9/9/1994 0:00,7.56
9/12/1994 0:00,7.53
9/13/1994 0:00,7.66
9/14/1994 0:00,7.69
9/15/1994 0:00,7.79
9/16/1994 0:00,7.89
9/19/1994 0:00,7.82
9/20/1994 0:00,7.77
9/21/1994 0:00,7.75
9/22/1994 0:00,7.69
9/23/1994 0:00,7.72
9/26/1994 0:00,7.79
9/27/1994 0:00,7.94
9/28/1994 0:00,7.98
9/29/1994 0:00,7.82
9/30/1994 0:00,7.73
10/3/1994 0:00,7.83
10/4/1994 0:00,7.71
10/5/1994 0:00,7.55
10/6/1994 0:00,7.59
10/7/1994 0:00,7.69
10/10/1994 0:00,7.59
10/11/1994 0:00,7.6
10/12/1994 0:00,7.68
10/13/1994 0:00,7.6
10/14/1994 0:00,7.93
10/17/1994 0:00,7.89
10/18/1994 0:00,7.89
10/19/1994 0:00,8.06
10/20/1994 0:00,8.23
10/21/1994 0:00,8.09
10/24/1994 0:00,7.87
10/25/1994 0:00,7.76
10/26/1994 0:00,7.75
10/27/1994 0:00,7.75
10/28/1994 0:00,7.76
10/31/1994 0:00,7.81
11/1/1994 0:00,7.72
11/2/1994 0:00,7.59
11/3/1994 0:00,7.65
11/4/1994 0:00,7.67
11/7/1994 0:00,7.62
11/8/1994 0:00,7.68
11/9/1994 0:00,7.48
11/10/1994 0:00,7.42
11/11/1994 0:00,7.42
11/14/1994 0:00,7.63
11/15/1994 0:00,7.68
11/16/1994 0:00,7.67
11/17/1994 0:00,7.59
11/18/1994 0:00,7.67
11/21/1994 0:00,7.63
11/22/1994 0:00,7.39
11/23/1994 0:00,7.15
11/25/1994 0:00,7.36
11/28/1994 0:00,7.44
11/29/1994 0:00,7.42
11/30/1994 0:00,7.48
12/1/1994 0:00,7.41
12/2/1994 0:00,7.51
12/5/1994 0:00,7.57
12/6/1994 0:00,7.59
12/7/1994 0:00,7.52
12/8/1994 0:00,7.25
12/9/1994 0:00,7.23
12/12/1994 0:00,7.35
12/13/1994 0:00,7.27
12/14/1994 0:00,7.32
12/15/1994 0:00,7.48
12/16/1994 0:00,7.65
12/19/1994 0:00,7.51
12/20/1994 0:00,7.4
12/21/1994 0:00,7.59
12/22/1994 0:00,7.65
12/23/1994 0:00,7.71
12/27/1994 0:00,7.8
12/28/1994 0:00,7.81
12/29/1994 0:00,7.81
12/30/1994 0:00,7.94
1/3/1995 0:00,7.83
1/4/1995 0:00,7.86
1/5/1995 0:00,7.8
1/6/1995 0:00,8.03
1/9/1995 0:00,8.11
1/10/1995 0:00,8.07
1/11/1995 0:00,8.05
1/12/1995 0:00,8.1
1/13/1995 0:00,8.17
1/16/1995 0:00,8.11
1/17/1995 0:00,7.98
1/18/1995 0:00,8.1
1/19/1995 0:00,8.01
1/20/1995 0:00,7.89
1/23/1995 0:00,7.9
1/24/1995 0:00,7.77
1/25/1995 0:00,7.86
1/26/1995 0:00,7.74
1/27/1995 0:00,7.42
1/30/1995 0:00,7.14
1/31/1995 0:00,7.24
2/1/1995 0:00,7.4
2/2/1995 0:00,7.43
2/3/1995 0:00,7.73
2/6/1995 0:00,7.37
2/7/1995 0:00,7.37
2/8/1995 0:00,7.19
2/9/1995 0:00,7.36
2/10/1995 0:00,7.39
2/13/1995 0:00,7.42
2/14/1995 0:00,7.45
2/15/1995 0:00,7.53
2/16/1995 0:00,7.65
2/17/1995 0:00,7.44
2/21/1995 0:00,7.61
2/22/1995 0:00,7.46
2/23/1995 0:00,7.57
2/24/1995 0:00,7.46
2/27/1995 0:00,7.28
2/28/1995 0:00,7.19
3/1/1995 0:00,7
3/2/1995 0:00,7.09
3/3/1995 0:00,7.23
3/6/1995 0:00,7.03
3/7/1995 0:00,6.86
3/8/1995 0:00,7
3/9/1995 0:00,6.93
3/10/1995 0:00,7.05
3/13/1995 0:00,7.03
3/14/1995 0:00,6.89
3/15/1995 0:00,7.03
3/16/1995 0:00,7.05
3/17/1995 0:00,6.93
3/20/1995 0:00,7.09
3/21/1995 0:00,6.98
3/22/1995 0:00,7.37
3/23/1995 0:00,7.37
3/24/1995 0:00,7.53
3/27/1995 0:00,7.44
3/28/1995 0:00,7.49
3/29/1995 0:00,7.44
3/30/1995 0:00,7.9
3/31/1995 0:00,7.65
4/3/1995 0:00,7.6
4/4/1995 0:00,7.69
4/5/1995 0:00,7.86
4/6/1995 0:00,7.72
4/7/1995 0:00,7.72
4/10/1995 0:00,7.88
4/11/1995 0:00,7.95
4/12/1995 0:00,7.86
4/13/1995 0:00,8.25
4/17/1995 0:00,8.02
4/18/1995 0:00,7.92
4/19/1995 0:00,8.09
4/20/1995 0:00,8.13
4/21/1995 0:00,8.25
4/24/1995 0:00,8.41
4/25/1995 0:00,8.32
4/26/1995 0:00,8.13
4/27/1995 0:00,8.02
4/28/1995 0:00,8.27
5/1/1995 0:00,8.2
5/2/1995 0:00,8.29
5/3/1995 0:00,8.45
5/4/1995 0:00,8.13
5/5/1995 0:00,7.71
5/8/1995 0:00,8.06
5/9/1995 0:00,7.96
5/10/1995 0:00,8.03
5/11/1995 0:00,8.24
5/12/1995 0:00,8.64
5/15/1995 0:00,8.8
5/16/1995 0:00,8.7
5/17/1995 0:00,8.61
5/18/1995 0:00,8.47
5/19/1995 0:00,8.7
5/22/1995 0:00,8.87
5/23/1995 0:00,9.01
5/24/1995 0:00,8.91
5/25/1995 0:00,8.68
5/26/1995 0:00,8.66
5/30/1995 0:00,8.64
5/31/1995 0:00,8.61
6/1/1995 0:00,8.57
6/2/1995 0:00,8.33
6/5/1995 0:00,8.54
6/6/1995 0:00,8.43
6/7/1995 0:00,8.43
6/8/1995 0:00,8.43
6/9/1995 0:00,8.29
6/12/1995 0:00,8.24
6/13/1995 0:00,8.2
6/14/1995 0:00,8.24
6/15/1995 0:00,8.27
6/16/1995 0:00,8.29
6/19/1995 0:00,8.57
6/20/1995 0:00,8.5
6/21/1995 0:00,8.66
6/22/1995 0:00,8.77
6/23/1995 0:00,8.77
6/26/1995 0:00,8.8
6/27/1995 0:00,8.77
6/28/1995 0:00,8.89
6/29/1995 0:00,8.98
6/30/1995 0:00,9.28
7/3/1995 0:00,9.45
7/5/1995 0:00,9.77
7/6/1995 0:00,10.09
7/7/1995 0:00,10.37
7/10/1995 0:00,10.09
7/11/1995 0:00,9.95
7/12/1995 0:00,10.35
7/13/1995 0:00,10.51
7/14/1995 0:00,10.6
7/17/1995 0:00,10.51
7/18/1995 0:00,10.35
7/19/1995 0:00,10.19
7/20/1995 0:00,10.16
7/21/1995 0:00,10.19
7/24/1995 0:00,10.02
7/25/1995 0:00,10.28
7/26/1995 0:00,10.23
7/27/1995 0:00,10.4
7/28/1995 0:00,10.53
7/31/1995 0:00,10.56
8/1/1995 0:00,10.37
8/2/1995 0:00,10.37
8/3/1995 0:00,10.6
8/4/1995 0:00,10.53
8/7/1995 0:00,10.72
8/8/1995 0:00,10.69
8/9/1995 0:00,10.55
8/10/1995 0:00,10.46
8/11/1995 0:00,10.55
8/14/1995 0:00,10.53
8/15/1995 0:00,10.37
8/16/1995 0:00,10.83
8/17/1995 0:00,10.95
8/18/1995 0:00,10.81
8/21/1995 0:00,10.9
8/22/1995 0:00,11.11
8/23/1995 0:00,10.97
8/24/1995 0:00,10.86
8/25/1995 0:00,10.92
8/28/1995 0:00,10.9
8/29/1995 0:00,11.06
8/30/1995 0:00,10.97
8/31/1995 0:00,10.62
9/1/1995 0:00,10.58
9/5/1995 0:00,10.67
9/6/1995 0:00,10.74
9/7/1995 0:00,10.74
9/8/1995 0:00,10.83
9/11/1995 0:00,11.11
9/12/1995 0:00,11.11
9/13/1995 0:00,10.9
9/14/1995 0:00,10.86
9/15/1995 0:00,10.51
9/18/1995 0:00,10.25
9/19/1995 0:00,10.04
9/20/1995 0:00,9.95
9/21/1995 0:00,10.04
9/22/1995 0:00,9.88
9/25/1995 0:00,9.65
9/26/1995 0:00,9.48
9/27/1995 0:00,9.69
9/28/1995 0:00,9.81
9/29/1995 0:00,9.83
10/2/1995 0:00,9.74
10/3/1995 0:00,9.39
10/4/1995 0:00,9.2
10/5/1995 0:00,9.6
10/6/1995 0:00,9.88
10/9/1995 0:00,9.81
10/10/1995 0:00,9.88
10/11/1995 0:00,9.79
10/12/1995 0:00,9.53
10/13/1995 0:00,9.6
10/16/1995 0:00,9.83
10/17/1995 0:00,9.62
10/18/1995 0:00,9.44
10/19/1995 0:00,9.51
10/20/1995 0:00,9.51
10/23/1995 0:00,9
10/24/1995 0:00,9.37
10/25/1995 0:00,9.23
10/26/1995 0:00,9.02
10/27/1995 0:00,9.16
10/30/1995 0:00,9.6
10/31/1995 0:00,9.48
11/1/1995 0:00,9.55
11/2/1995 0:00,9.62
11/3/1995 0:00,9.71
11/6/1995 0:00,9.71
11/7/1995 0:00,9.69
11/8/1995 0:00,9.78
11/9/1995 0:00,9.83
11/10/1995 0:00,10.11
11/13/1995 0:00,10.11
11/14/1995 0:00,9.92
11/15/1995 0:00,9.78
11/16/1995 0:00,9.81
11/17/1995 0:00,9.81
11/20/1995 0:00,9.78
11/21/1995 0:00,10.3
11/22/1995 0:00,10.79
11/24/1995 0:00,10.83
11/27/1995 0:00,10.86
11/28/1995 0:00,10.74
11/29/1995 0:00,10.9
11/30/1995 0:00,10.93
12/1/1995 0:00,10.72
12/4/1995 0:00,10.76
12/5/1995 0:00,10.88
12/6/1995 0:00,10.88
12/7/1995 0:00,10.62
12/8/1995 0:00,10.46
12/11/1995 0:00,10.27
12/12/1995 0:00,10.16
12/13/1995 0:00,10.2
12/14/1995 0:00,10.2
12/15/1995 0:00,10.2
12/18/1995 0:00,10.06
12/19/1995 0:00,10.55
12/20/1995 0:00,10.48
12/21/1995 0:00,9.97
12/22/1995 0:00,9.97
12/26/1995 0:00,9.62
12/27/1995 0:00,9.29
12/28/1995 0:00,9.43
12/29/1995 0:00,9.88
1/2/1996 0:00,10.16
1/3/1996 0:00,10.32
1/4/1996 0:00,10.41
1/5/1996 0:00,10.34
1/8/1996 0:00,9.78
1/9/1996 0:00,9.61
1/10/1996 0:00,9.43
1/11/1996 0:00,9.57
1/12/1996 0:00,9.53
1/15/1996 0:00,9.43
1/16/1996 0:00,9.41
1/17/1996 0:00,9.43
1/18/1996 0:00,9.6
1/19/1996 0:00,9.81
1/22/1996 0:00,9.76
1/23/1996 0:00,9.99
1/24/1996 0:00,9.95
1/25/1996 0:00,9.85
1/26/1996 0:00,9.88
1/29/1996 0:00,10.09
1/30/1996 0:00,10.51
1/31/1996 0:00,10.41
2/1/1996 0:00,10.29
2/2/1996 0:00,10.5
2/5/1996 0:00,10.38
2/6/1996 0:00,10.45
2/7/1996 0:00,10.64
2/8/1996 0:00,10.69
2/9/1996 0:00,10.57
2/12/1996 0:00,10.78
2/13/1996 0:00,10.64
2/14/1996 0:00,10.59
2/15/1996 0:00,10.48
2/16/1996 0:00,10.45
2/20/1996 0:00,10.17
2/21/1996 0:00,10.24
2/22/1996 0:00,10.55
2/23/1996 0:00,10.88
2/26/1996 0:00,10.48
2/27/1996 0:00,10.31
2/28/1996 0:00,10.24
2/29/1996 0:00,10.67
3/1/1996 0:00,10.74
3/4/1996 0:00,10.9
3/5/1996 0:00,10.88
3/6/1996 0:00,10.95
3/7/1996 0:00,11.02
3/8/1996 0:00,10.9
3/11/1996 0:00,11.53
3/12/1996 0:00,11.51
3/13/1996 0:00,11.56
3/14/1996 0:00,11.53
3/15/1996 0:00,11.44
3/18/1996 0:00,11.93
3/19/1996 0:00,11.88
3/20/1996 0:00,11.6
3/21/1996 0:00,11.77
3/22/1996 0:00,11.7
3/25/1996 0:00,11.77
3/26/1996 0:00,11.91
3/27/1996 0:00,11.79
3/28/1996 0:00,12.07
3/29/1996 0:00,11.74
4/1/1996 0:00,11.56
4/2/1996 0:00,11.53
4/3/1996 0:00,11.32
4/4/1996 0:00,11.63
4/8/1996 0:00,11.86
4/9/1996 0:00,12.07
4/10/1996 0:00,12.26
4/11/1996 0:00,12.19
4/12/1996 0:00,12.24
4/15/1996 0:00,12.19
4/16/1996 0:00,12.12
4/17/1996 0:00,12.02
4/18/1996 0:00,12.09
4/19/1996 0:00,11.91
4/22/1996 0:00,11.84
4/23/1996 0:00,11.81
4/24/1996 0:00,11.72
4/25/1996 0:00,11.67
4/26/1996 0:00,11.74
4/29/1996 0:00,11.84
4/30/1996 0:00,11.7
5/1/1996 0:00,11.67
5/2/1996 0:00,11.57
5/3/1996 0:00,11.81
5/6/1996 0:00,12.42
5/7/1996 0:00,12.23
5/8/1996 0:00,12.23
5/9/1996 0:00,12.16
5/10/1996 0:00,12.4
5/13/1996 0:00,12.47
5/14/1996 0:00,12.37
5/15/1996 0:00,12.4
5/16/1996 0:00,12.33
5/17/1996 0:00,12.26
5/20/1996 0:00,11.9
5/21/1996 0:00,11.98
5/22/1996 0:00,11.83
5/23/1996 0:00,11.76
5/24/1996 0:00,11.81
5/28/1996 0:00,11.57
5/29/1996 0:00,11.65
5/30/1996 0:00,11.79
5/31/1996 0:00,11.6
6/3/1996 0:00,11.62
6/4/1996 0:00,11.5
6/5/1996 0:00,11.22
6/6/1996 0:00,10.89
6/7/1996 0:00,11.22
6/10/1996 0:00,11.22
6/11/1996 0:00,11.27
6/12/1996 0:00,11.22
6/13/1996 0:00,11.18
6/14/1996 0:00,11.03
6/17/1996 0:00,11.06
6/18/1996 0:00,11.22
6/19/1996 0:00,11.18
6/20/1996 0:00,11.1
6/21/1996 0:00,11.13
6/24/1996 0:00,10.94
6/25/1996 0:00,10.82
6/26/1996 0:00,10.87
6/27/1996 0:00,10.87
6/28/1996 0:00,10.8
7/1/1996 0:00,10.92
7/2/1996 0:00,10.87
7/3/1996 0:00,10.7
7/5/1996 0:00,10.54
7/8/1996 0:00,10.54
7/9/1996 0:00,10.68
7/10/1996 0:00,10.94
7/11/1996 0:00,10.68
7/12/1996 0:00,10.85
7/15/1996 0:00,10.49
7/16/1996 0:00,10.44
7/17/1996 0:00,10.59
7/18/1996 0:00,10.63
7/19/1996 0:00,10.61
7/22/1996 0:00,10.52
7/23/1996 0:00,10.49
7/24/1996 0:00,10.54
7/25/1996 0:00,10.63
7/26/1996 0:00,10.77
7/29/1996 0:00,10.87
7/30/1996 0:00,10.92
7/31/1996 0:00,10.96
8/1/1996 0:00,11.29
8/2/1996 0:00,11.48
8/5/1996 0:00,11.45
8/6/1996 0:00,11.5
8/7/1996 0:00,11.43
8/8/1996 0:00,11.43
8/9/1996 0:00,11.48
8/12/1996 0:00,11.43
8/13/1996 0:00,11.41
8/14/1996 0:00,11.67
8/15/1996 0:00,11.52
8/16/1996 0:00,11.64
8/19/1996 0:00,11.67
8/20/1996 0:00,11.93
8/21/1996 0:00,12.11
8/22/1996 0:00,11.93
8/23/1996 0:00,12.04
8/26/1996 0:00,11.88
8/27/1996 0:00,11.88
8/28/1996 0:00,11.97
8/29/1996 0:00,11.76
8/30/1996 0:00,11.74
9/3/1996 0:00,11.88
9/4/1996 0:00,12
9/5/1996 0:00,11.9
9/6/1996 0:00,11.74
9/9/1996 0:00,11.83
9/10/1996 0:00,11.69
9/11/1996 0:00,11.57
9/12/1996 0:00,11.69
9/13/1996 0:00,11.71
9/16/1996 0:00,12
9/17/1996 0:00,11.93
9/18/1996 0:00,11.86
9/19/1996 0:00,11.62
9/20/1996 0:00,11.43
9/23/1996 0:00,11.1
9/24/1996 0:00,11.05
9/25/1996 0:00,11.19
9/26/1996 0:00,11.15
9/27/1996 0:00,11.12
9/30/1996 0:00,11.15
10/1/1996 0:00,11.36
10/2/1996 0:00,11.48
10/3/1996 0:00,11.41
10/4/1996 0:00,11.34
10/7/1996 0:00,11.03
10/8/1996 0:00,10.65
10/9/1996 0:00,10.56
10/10/1996 0:00,10.98
10/11/1996 0:00,11.03
10/14/1996 0:00,11.03
10/15/1996 0:00,11.12
10/16/1996 0:00,11.1
10/17/1996 0:00,11.31
10/18/1996 0:00,11.27
10/21/1996 0:00,11.24
10/22/1996 0:00,11.05
10/23/1996 0:00,10.96
10/24/1996 0:00,11.31
10/25/1996 0:00,11.29
10/28/1996 0:00,11.24
10/29/1996 0:00,11.41
10/30/1996 0:00,11.26
10/31/1996 0:00,11.14
11/1/1996 0:00,11.28
11/4/1996 0:00,11.21
11/5/1996 0:00,11.38
11/6/1996 0:00,11.38
11/7/1996 0:00,11.38
11/8/1996 0:00,11.4
11/11/1996 0:00,11.35
11/12/1996 0:00,11.64
11/13/1996 0:00,11.59
11/14/1996 0:00,11.71
11/15/1996 0:00,11.68
11/18/1996 0:00,11.78
11/19/1996 0:00,11.73
11/20/1996 0:00,12.06
11/21/1996 0:00,11.85
11/22/1996 0:00,11.85
11/25/1996 0:00,12.02
11/26/1996 0:00,12.04
11/27/1996 0:00,12.04
11/29/1996 0:00,12.09
12/2/1996 0:00,12.11
12/3/1996 0:00,11.99
12/4/1996 0:00,11.87
12/5/1996 0:00,12.23
12/6/1996 0:00,11.95
12/9/1996 0:00,11.99
12/10/1996 0:00,12.25
12/11/1996 0:00,12.09
12/12/1996 0:00,12.14
12/13/1996 0:00,11.97
12/16/1996 0:00,11.8
12/17/1996 0:00,11.66
12/18/1996 0:00,11.57
12/19/1996 0:00,11.95
12/20/1996 0:00,12.04
12/23/1996 0:00,11.76
12/24/1996 0:00,11.76
12/26/1996 0:00,11.83
12/27/1996 0:00,11.83
12/30/1996 0:00,12.02
12/31/1996 0:00,12.11
1/2/1997 0:00,12.37
1/3/1997 0:00,12.92
1/6/1997 0:00,12.89
1/7/1997 0:00,12.82
1/8/1997 0:00,12.8
1/9/1997 0:00,13.23
1/10/1997 0:00,13.54
1/13/1997 0:00,13.44
1/14/1997 0:00,13.51
1/15/1997 0:00,13.49
1/16/1997 0:00,13.61
1/17/1997 0:00,13.87
1/20/1997 0:00,13.77
1/21/1997 0:00,13.42
1/22/1997 0:00,13.13
1/23/1997 0:00,12.78
1/24/1997 0:00,12.87
1/27/1997 0:00,12.66
1/28/1997 0:00,12.92
1/29/1997 0:00,13.01
1/30/1997 0:00,13.16
1/31/1997 0:00,13.11
2/3/1997 0:00,13.08
2/4/1997 0:00,12.97
2/5/1997 0:00,12.82
2/6/1997 0:00,12.72
2/7/1997 0:00,12.89
2/10/1997 0:00,12.7
2/11/1997 0:00,12.72
2/12/1997 0:00,12.77
2/13/1997 0:00,12.89
2/14/1997 0:00,13.2
2/18/1997 0:00,13.39
2/19/1997 0:00,13.56
2/20/1997 0:00,13.51
2/21/1997 0:00,13.56
2/24/1997 0:00,13.53
2/25/1997 0:00,13.34
2/26/1997 0:00,13.06
2/27/1997 0:00,13.53
2/28/1997 0:00,13.58
3/3/1997 0:00,13.77
3/4/1997 0:00,13.79
3/5/1997 0:00,13.68
3/6/1997 0:00,13.68
3/7/1997 0:00,13.79
3/10/1997 0:00,14.27
3/11/1997 0:00,14.49
3/12/1997 0:00,14.32
3/13/1997 0:00,14.01
3/14/1997 0:00,14.22
3/17/1997 0:00,14.34
3/18/1997 0:00,14.08
3/19/1997 0:00,14.08
3/20/1997 0:00,13.94
3/21/1997 0:00,13.75
3/24/1997 0:00,13.72
3/25/1997 0:00,13.34
3/26/1997 0:00,13.41
3/27/1997 0:00,13.08
3/31/1997 0:00,12.96
4/1/1997 0:00,13.15
4/2/1997 0:00,12.98
4/3/1997 0:00,12.87
4/4/1997 0:00,12.89
4/7/1997 0:00,12.72
4/8/1997 0:00,12.68
4/9/1997 0:00,12.72
4/10/1997 0:00,12.72
4/11/1997 0:00,12.56
4/14/1997 0:00,12.53
4/15/1997 0:00,12.72
4/16/1997 0:00,13.08
4/17/1997 0:00,13.01
4/18/1997 0:00,13.03
4/21/1997 0:00,12.84
4/22/1997 0:00,13.25
4/23/1997 0:00,13.29
4/24/1997 0:00,13.27
4/25/1997 0:00,13.25
4/28/1997 0:00,13.06
4/29/1997 0:00,13.29
4/30/1997 0:00,13.37
5/1/1997 0:00,13.25
5/2/1997 0:00,13.44
5/5/1997 0:00,13.51
5/6/1997 0:00,13.84
5/7/1997 0:00,13.49
5/8/1997 0:00,13.68
5/9/1997 0:00,13.65
5/12/1997 0:00,13.94
5/13/1997 0:00,14.06
5/14/1997 0:00,13.84
5/15/1997 0:00,14.04
5/16/1997 0:00,14.01
5/19/1997 0:00,14.08
5/20/1997 0:00,13.92
5/21/1997 0:00,13.82
5/22/1997 0:00,13.77
5/23/1997 0:00,14.11
5/27/1997 0:00,14.3
5/28/1997 0:00,14.06
5/29/1997 0:00,14.08
5/30/1997 0:00,14.08
6/2/1997 0:00,14.06
6/3/1997 0:00,14.27
6/4/1997 0:00,14.13
6/5/1997 0:00,14.25
6/6/1997 0:00,14.3
6/9/1997 0:00,13.94
6/10/1997 0:00,14.25
6/11/1997 0:00,14.66
6/12/1997 0:00,14.87
6/13/1997 0:00,14.85
6/16/1997 0:00,14.7
6/17/1997 0:00,14.63
6/18/1997 0:00,14.54
