loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,open_acc,missing_amnt
6500, 36 months,1 year,RENT,38400.0,Source Verified,Fully Paid,other,CO,17.25,1,9,0
20000, 36 months,8 years,RENT,105000.0,Verified,Fully Paid,debt_consolidation,NY,4.72,0,10,0
20000, 36 months,3 years,MORTGAGE,201000.0,Source Verified,Fully Paid,debt_consolidation,NH,8.74,0,7,0
7000, 36 months,3 years,MORTGAGE,65000.0,Not Verified,Fully Paid,medical,NV,12.37,0,9,0
13750, 36 months,3 years,MORTGAGE,47500.0,Verified,Fully Paid,debt_consolidation,FL,11.77,0,9,0
5000, 36 months,10+ years,RENT,90000.0,Source Verified,Fully Paid,debt_consolidation,CA,13.29,1,5,0
14000, 60 months,10+ years,OWN,66841.0,Verified,Fully Paid,debt_consolidation,NM,14.34,0,13,0
4000, 36 months,9 years,MORTGAGE,69000.0,Verified,Fully Paid,car,AR,18.7,0,9,0
17000, 36 months,5 years,MORTGAGE,61147.0,Source Verified,Fully Paid,major_purchase,TX,6.3,0,6,0
22400, 60 months,9 years,RENT,50000.0,Verified,Fully Paid,debt_consolidation,NH,18.67,0,5,0
10625, 60 months,6 years,MORTGAGE,167000.0,Verified,Fully Paid,debt_consolidation,CA,14.45,0,17,0
12000, 36 months,5 years,MORTGAGE,36000.0,Source Verified,Fully Paid,debt_consolidation,KS,23.63,0,9,0
9600, 36 months,4 years,RENT,24000.0,Not Verified,Charged Off,debt_consolidation,IL,14.6,0,8,0
12000, 36 months,5 years,RENT,33600.0,Not Verified,Fully Paid,debt_consolidation,NM,12.18,0,5,0
12000, 36 months,6 years,MORTGAGE,55000.0,Source Verified,Fully Paid,credit_card,MN,9.4,0,18,0
2000, 36 months,3 years,MORTGAGE,61000.0,Not Verified,Fully Paid,other,NY,25.36,0,8,0
18400, 60 months,10+ years,MORTGAGE,88800.0,Verified,Fully Paid,debt_consolidation,VA,22.53,0,14,0
8000, 36 months,5 years,MORTGAGE,41000.0,Not Verified,Fully Paid,debt_consolidation,NC,7.84,0,8,0
21000, 60 months,10+ years,MORTGAGE,200000.0,Verified,Fully Paid,debt_consolidation,CT,10.59,0,12,0
9500, 60 months,4 years,RENT,70000.0,Source Verified,Fully Paid,wedding,NY,7.71,0,4,0
26000, 36 months,1 year,MORTGAGE,78000.0,Source Verified,Fully Paid,credit_card,AL,9.75,0,15,0
5000, 36 months,10+ years,RENT,58000.0,Source Verified,Fully Paid,debt_consolidation,FL,12.7,0,8,0
28000, 60 months,10+ years,OWN,75000.0,Verified,Fully Paid,home_improvement,IL,9.47,0,11,0
9600, 36 months,7 years,RENT,60000.0,Verified,Fully Paid,debt_consolidation,CA,22.28,0,15,0
10400, 60 months,10+ years,RENT,85325.0,Verified,Charged Off,small_business,CA,8.93,0,8,1
18000, 60 months,7 years,MORTGAGE,45000.0,Verified,Charged Off,medical,CA,14.29,0,5,0
5000, 36 months,10+ years,MORTGAGE,41784.0,Not Verified,Fully Paid,car,NM,18.72,0,11,0
16000, 60 months,3 years,RENT,30216.0,Verified,Fully Paid,debt_consolidation,CA,11.36,0,7,0
19200, 60 months,8 years,MORTGAGE,126000.0,Verified,Fully Paid,debt_consolidation,CA,9.71,1,7,0
30000, 36 months,10+ years,MORTGAGE,78252.0,Source Verified,Fully Paid,debt_consolidation,WA,11.09,0,7,0
7200, 36 months,1 year,RENT,82060.56,Not Verified,Fully Paid,wedding,MA,12.66,0,15,0
15000, 36 months,2 years,MORTGAGE,117696.0,Not Verified,Fully Paid,home_improvement,NC,0.25,0,9,0
10200, 36 months,3 years,MORTGAGE,132000.0,Not Verified,Fully Paid,home_improvement,CA,9.55,0,10,0
6350, 36 months,7 years,MORTGAGE,35360.0,Not Verified,Fully Paid,other,WA,9.94,0,10,0
13000, 36 months,9 years,RENT,110400.0,Verified,Fully Paid,debt_consolidation,CA,19.87,0,20,0
4000, 36 months,7 years,RENT,30996.0,Not Verified,Fully Paid,debt_consolidation,NY,5.88,0,4,0
1500, 36 months,2 years,RENT,48000.0,Source Verified,Fully Paid,other,FL,1.13,0,2,0
28000, 36 months,10+ years,RENT,88000.0,Verified,Fully Paid,debt_consolidation,NY,13.27,0,5,0
4000, 36 months,10+ years,RENT,45000.0,Not Verified,Charged Off,other,NJ,17.73,0,13,0
12000, 60 months,10+ years,RENT,64500.0,Not Verified,Fully Paid,moving,FL,15.11,0,12,0
20000, 36 months,10+ years,MORTGAGE,132650.0,Verified,Fully Paid,home_improvement,FL,17.35,0,16,0
6350, 36 months,2 years,MORTGAGE,61260.0,Verified,Fully Paid,debt_consolidation,FL,25.78,0,17,0
20000, 36 months,9 years,RENT,100000.0,Verified,Fully Paid,credit_card,CA,8.18,0,5,0
10000, 60 months,10+ years,RENT,69996.0,Verified,Fully Paid,debt_consolidation,NY,2.26,0,4,0
9100, 36 months,5 years,MORTGAGE,81000.0,Source Verified,Fully Paid,debt_consolidation,AZ,16.89,0,10,0
25000, 60 months,10+ years,MORTGAGE,95000.0,Verified,Fully Paid,debt_consolidation,AZ,23.12,0,13,0
9200, 36 months,2 years,OWN,41100.0,Not Verified,Fully Paid,debt_consolidation,CA,10.92,0,13,0
17000, 36 months,4 years,RENT,70000.0,Verified,Fully Paid,debt_consolidation,NY,17.97,0,14,0
12000, 60 months,4 years,RENT,46800.0,Source Verified,Charged Off,home_improvement,VA,0.38,0,4,0
15000, 36 months,10+ years,RENT,77000.0,Not Verified,Fully Paid,debt_consolidation,PA,5.52,0,8,0
10000, 36 months,10+ years,MORTGAGE,36588.0,Not Verified,Fully Paid,debt_consolidation,AZ,8.63,0,9,1
17000, 36 months,6 years,RENT,75000.0,Verified,Fully Paid,small_business,NJ,6.43,0,4,0
2000, 36 months,2 years,RENT,85000.0,Not Verified,Fully Paid,debt_consolidation,NY,9.52,0,6,0
16000, 60 months,9 years,OWN,58112.0,Source Verified,Fully Paid,debt_consolidation,CA,13.17,0,23,0
30000, 60 months,5 years,MORTGAGE,102000.0,Source Verified,Fully Paid,debt_consolidation,GA,18.21,0,16,0
30000, 60 months,10+ years,MORTGAGE,130000.0,Source Verified,Fully Paid,small_business,TX,12.76,0,11,0
29700, 60 months,10+ years,MORTGAGE,78000.0,Verified,Charged Off,credit_card,SC,19.72,0,17,0
8400, 36 months,10+ years,MORTGAGE,50000.0,Not Verified,Fully Paid,debt_consolidation,TX,7.54,0,8,0
30000, 60 months,10+ years,RENT,56000.0,Verified,Charged Off,debt_consolidation,FL,13.5,0,11,0
2000, 36 months,7 years,RENT,30225.0,Not Verified,Fully Paid,wedding,NY,1.99,1,5,0
6000, 36 months,< 1 year,MORTGAGE,24000.0,Not Verified,Fully Paid,credit_card,MO,2.0,0,3,0
2675, 36 months,2 years,RENT,18144.0,Not Verified,Fully Paid,credit_card,NY,12.17,0,4,0
12000, 60 months,10+ years,MORTGAGE,40809.0,Verified,Charged Off,other,FL,27.26,0,7,0
10000, 36 months,8 years,MORTGAGE,48000.0,Not Verified,Fully Paid,debt_consolidation,NY,15.7,0,7,0
3400, 36 months,< 1 year,RENT,24290.4,Source Verified,Fully Paid,debt_consolidation,CA,7.71,0,7,0
4000, 36 months,2 years,RENT,30000.0,Not Verified,Fully Paid,wedding,AZ,22.52,0,6,0
20000, 60 months,2 years,RENT,42000.0,Verified,Fully Paid,debt_consolidation,FL,16.86,0,7,0
2000, 36 months,2 years,RENT,60000.0,Not Verified,Fully Paid,other,CA,20.28,0,17,0
12800, 60 months,10+ years,RENT,42000.0,Source Verified,Fully Paid,wedding,PA,6.71,0,6,0
12000, 36 months,< 1 year,MORTGAGE,85000.0,Source Verified,Fully Paid,home_improvement,TX,8.15,2,2,0
35000, 60 months,4 years,RENT,84012.0,Source Verified,Fully Paid,debt_consolidation,CA,19.23,0,18,0
30000, 60 months,10+ years,RENT,80004.0,Verified,Charged Off,debt_consolidation,NJ,15.16,0,8,0
35000, 60 months,3 years,MORTGAGE,100000.0,Source Verified,Fully Paid,small_business,FL,5.15,0,9,0
22250, 36 months,6 years,MORTGAGE,135000.0,Verified,Fully Paid,debt_consolidation,TX,17.08,0,13,0
5025, 36 months,4 years,MORTGAGE,70000.0,Source Verified,Fully Paid,debt_consolidation,MA,20.18,0,9,0
22800, 36 months,5 years,MORTGAGE,50000.0,Verified,Fully Paid,house,AZ,1.7,1,7,0
11300, 36 months,< 1 year,MORTGAGE,31000.0,Source Verified,Fully Paid,credit_card,TX,16.03,0,12,0
5000, 36 months,4 years,RENT,75000.0,Not Verified,Fully Paid,debt_consolidation,NY,7.92,0,9,0
5600, 36 months,10+ years,RENT,56000.0,Not Verified,Fully Paid,debt_consolidation,CA,14.94,0,10,0
15000, 36 months,4 years,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,CA,17.28,0,7,0
7075, 36 months,3 years,OWN,62910.0,Verified,Charged Off,debt_consolidation,MD,15.6,0,8,0
3700, 36 months,3 years,RENT,94000.0,Source Verified,Fully Paid,debt_consolidation,GA,6.01,0,7,0
2000, 36 months,< 1 year,RENT,69000.0,Source Verified,Fully Paid,debt_consolidation,TX,5.83,0,8,0
25000, 60 months,10+ years,RENT,64000.0,Verified,Charged Off,debt_consolidation,NY,14.49,0,8,0
10000, 36 months,4 years,RENT,40000.0,Source Verified,Charged Off,small_business,OH,7.05,0,8,0
9800, 60 months,< 1 year,MORTGAGE,39996.0,Source Verified,Fully Paid,major_purchase,WA,2.52,0,5,0
7000, 36 months,3 years,RENT,67550.0,Verified,Fully Paid,credit_card,OR,24.39,0,17,0
4000, 36 months,10+ years,RENT,82350.0,Source Verified,Fully Paid,debt_consolidation,SC,15.53,0,6,0
17000, 36 months,3 years,MORTGAGE,68250.0,Verified,Fully Paid,credit_card,TX,22.33,0,13,0
3600, 36 months,2 years,RENT,45000.0,Not Verified,Fully Paid,credit_card,MA,11.52,0,11,0
7200, 36 months,10+ years,OWN,10080.0,Source Verified,Fully Paid,other,NY,7.26,0,6,0
4000, 36 months,1 year,MORTGAGE,54000.0,Not Verified,Fully Paid,debt_consolidation,FL,14.04,0,6,0
30000, 36 months,10+ years,RENT,61200.0,Verified,Fully Paid,debt_consolidation,TX,19.61,0,7,0
20000, 36 months,10+ years,MORTGAGE,60000.0,Verified,Fully Paid,debt_consolidation,VT,13.48,0,5,0
35000, 60 months,1 year,MORTGAGE,96000.0,Verified,Fully Paid,debt_consolidation,OR,9.75,0,11,0
10200, 36 months,10+ years,RENT,90000.0,Source Verified,Fully Paid,wedding,CA,16.15,0,8,0
5000, 36 months,10+ years,RENT,15000.0,Verified,Charged Off,debt_consolidation,OR,12.0,2,8,1
10000, 36 months,9 years,MORTGAGE,51000.0,Not Verified,Fully Paid,debt_consolidation,AL,21.86,0,11,0
35000, 36 months,10+ years,OWN,90000.0,Verified,Fully Paid,debt_consolidation,NY,13.79,0,10,0
8600, 36 months,2 years,RENT,30000.0,Source Verified,Fully Paid,small_business,TX,11.56,0,5,0
9000, 36 months,4 years,MORTGAGE,50000.0,Source Verified,Fully Paid,home_improvement,MO,4.7,0,6,0
21600, 36 months,6 years,MORTGAGE,88055.0,Verified,Fully Paid,credit_card,VA,11.9,0,8,0
30000, 60 months,2 years,RENT,125004.0,Verified,Fully Paid,debt_consolidation,FL,18.58,1,10,0
14750, 60 months,2 years,RENT,38496.0,Verified,Charged Off,other,AZ,25.72,0,14,0
12000, 60 months,10+ years,RENT,48000.0,Verified,Fully Paid,debt_consolidation,NY,16.5,0,11,0
24600, 60 months,3 years,RENT,47000.0,Verified,Fully Paid,debt_consolidation,FL,14.94,0,6,0
5000, 36 months,10+ years,MORTGAGE,110000.0,Verified,Fully Paid,vacation,AZ,15.07,0,9,0
14400, 36 months,8 years,MORTGAGE,88000.0,Not Verified,Fully Paid,credit_card,TX,17.5,0,9,0
21000, 36 months,< 1 year,MORTGAGE,108000.0,Verified,Fully Paid,debt_consolidation,TX,13.76,0,9,0
11000, 36 months,9 years,RENT,27000.0,Verified,Fully Paid,credit_card,CO,15.11,0,7,0
25000, 60 months,7 years,RENT,61000.0,Verified,Fully Paid,small_business,NJ,0.0,0,6,0
10000, 36 months,2 years,OWN,72000.0,Verified,Fully Paid,debt_consolidation,WA,16.8,0,10,0
5950, 36 months,2 years,MORTGAGE,57000.0,Not Verified,Fully Paid,small_business,TX,14.02,0,4,0
25000, 36 months,5 years,MORTGAGE,73476.0,Verified,Charged Off,debt_consolidation,AZ,24.56,1,10,0
4375, 36 months,6 years,RENT,130000.0,Not Verified,Fully Paid,major_purchase,CA,7.06,0,6,0
5000, 36 months,< 1 year,MORTGAGE,45000.0,Verified,Fully Paid,debt_consolidation,FL,18.75,0,11,0
4300, 36 months,10+ years,MORTGAGE,90000.0,Not Verified,Fully Paid,debt_consolidation,NC,24.54,0,13,0
2500, 60 months,4 years,RENT,54996.0,Source Verified,Charged Off,other,CO,15.75,0,5,0
10625, 36 months,10+ years,MORTGAGE,73000.0,Verified,Fully Paid,credit_card,MO,22.52,0,12,0
5000, 60 months,9 years,RENT,45000.0,Verified,Charged Off,debt_consolidation,NJ,13.87,0,8,0
10700, 36 months,4 years,RENT,32000.0,Source Verified,Fully Paid,debt_consolidation,NJ,18.68,0,13,0
35000, 60 months,10+ years,MORTGAGE,73000.0,Not Verified,Fully Paid,credit_card,CA,26.81,0,13,0
20000, 60 months,10+ years,MORTGAGE,67000.0,Verified,Fully Paid,debt_consolidation,NJ,18.84,0,7,0
11800, 36 months,2 years,MORTGAGE,175000.0,Not Verified,Fully Paid,debt_consolidation,NJ,7.48,0,7,0
7000, 36 months,6 years,MORTGAGE,44000.0,Source Verified,Fully Paid,debt_consolidation,MN,17.45,0,16,0
3000, 36 months,6 years,MORTGAGE,65000.0,Source Verified,Fully Paid,vacation,WA,11.08,0,11,1
5000, 36 months,4 years,MORTGAGE,195000.0,Verified,Fully Paid,medical,IL,19.11,0,11,0
4000, 36 months,1 year,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,GA,5.67,0,11,0
4000, 60 months,2 years,MORTGAGE,74004.0,Verified,Fully Paid,home_improvement,CA,13.25,0,9,0
6000, 36 months,1 year,RENT,45000.0,Not Verified,Fully Paid,debt_consolidation,CA,15.41,0,13,0
24000, 36 months,10+ years,MORTGAGE,84000.0,Verified,Fully Paid,debt_consolidation,CA,22.13,0,13,0
1200, 36 months,10+ years,RENT,43200.0,Not Verified,Fully Paid,debt_consolidation,AR,18.64,0,5,1
7700, 36 months,3 years,MORTGAGE,46000.0,Source Verified,Fully Paid,debt_consolidation,NC,16.43,0,5,0
7000, 36 months,5 years,MORTGAGE,70000.0,Source Verified,Fully Paid,car,IL,11.3,0,16,0
12025, 36 months,10+ years,RENT,1782000.0,Not Verified,Fully Paid,debt_consolidation,NY,1.31,0,9,0
5600, 36 months,2 years,MORTGAGE,70000.0,Source Verified,Fully Paid,wedding,NC,7.23,0,8,0
28000, 60 months,8 years,MORTGAGE,150000.0,Verified,Fully Paid,other,FL,3.94,0,17,0
20000, 36 months,5 years,RENT,53000.0,Verified,Charged Off,debt_consolidation,CA,11.64,0,6,0
25000, 60 months,1 year,RENT,55000.0,Verified,Charged Off,debt_consolidation,CA,23.41,0,7,0
5000, 36 months,< 1 year,MORTGAGE,78000.0,Verified,Fully Paid,home_improvement,MA,2.37,2,7,0
6000, 60 months,3 years,RENT,69200.0,Not Verified,Fully Paid,debt_consolidation,CA,17.83,0,8,0
10700, 36 months,5 years,MORTGAGE,117000.0,Verified,Fully Paid,wedding,CA,10.19,0,11,0
14600, 36 months,3 years,RENT,30000.0,Verified,Fully Paid,debt_consolidation,PA,21.24,0,8,0
7200, 36 months,< 1 year,MORTGAGE,115000.0,Not Verified,Fully Paid,debt_consolidation,TX,24.86,0,15,0
12600, 60 months,10+ years,MORTGAGE,75000.0,Source Verified,Fully Paid,debt_consolidation,CA,11.89,0,12,0
12600, 60 months,6 years,MORTGAGE,72000.0,Source Verified,Fully Paid,major_purchase,PA,24.17,0,16,0
3300, 36 months,10+ years,MORTGAGE,65000.0,Verified,Fully Paid,major_purchase,MA,11.26,0,9,0
3500, 60 months,9 years,RENT,68400.0,Not Verified,Fully Paid,other,IL,17.44,1,13,0
6250, 36 months,10+ years,MORTGAGE,38484.0,Verified,Charged Off,debt_consolidation,AZ,26.94,0,21,0
13000, 60 months,10+ years,MORTGAGE,40000.0,Source Verified,Charged Off,debt_consolidation,IL,24.06,0,11,0
6000, 36 months,< 1 year,OWN,48000.0,Source Verified,Fully Paid,debt_consolidation,FL,22.45,0,9,0
12000, 36 months,10+ years,MORTGAGE,99000.0,Source Verified,Fully Paid,house,OH,2.21,0,9,0
6800, 36 months,10+ years,MORTGAGE,45000.0,Source Verified,Fully Paid,debt_consolidation,MO,17.79,0,8,0
14000, 60 months,10+ years,MORTGAGE,57500.0,Source Verified,Fully Paid,debt_consolidation,OR,10.56,0,7,0
5000, 60 months,10+ years,MORTGAGE,66996.0,Verified,Fully Paid,other,MN,24.29,0,21,0
9600, 60 months,10+ years,MORTGAGE,60000.0,Source Verified,Charged Off,major_purchase,PA,13.08,0,12,0
14400, 36 months,10+ years,MORTGAGE,218000.0,Source Verified,Fully Paid,debt_consolidation,CA,8.6,0,7,0
2000, 60 months,8 years,OWN,30000.0,Not Verified,Fully Paid,other,MI,22.96,0,6,0
5000, 36 months,6 years,RENT,80000.0,Verified,Charged Off,debt_consolidation,CA,12.93,0,11,0
5000, 36 months,6 years,MORTGAGE,75000.0,Not Verified,Fully Paid,home_improvement,MA,6.98,0,7,0
8000, 36 months,4 years,RENT,56400.0,Verified,Fully Paid,debt_consolidation,CA,17.02,2,14,0
6500, 36 months,< 1 year,MORTGAGE,73000.0,Verified,Fully Paid,debt_consolidation,TX,11.03,0,10,0
5000, 36 months,3 years,RENT,32000.0,Not Verified,Fully Paid,debt_consolidation,CO,12.53,0,12,0
12000, 36 months,< 1 year,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,PA,19.48,0,13,0
4000, 36 months,6 years,RENT,110000.0,Not Verified,Charged Off,debt_consolidation,CA,22.07,0,9,0
2000, 36 months,3 years,MORTGAGE,62000.0,Source Verified,Fully Paid,home_improvement,GA,5.15,0,8,0
1200, 36 months,< 1 year,RENT,34000.0,Source Verified,Charged Off,moving,CA,9.18,0,8,0
3000, 60 months,1 year,OWN,76116.0,Not Verified,Fully Paid,car,WI,9.98,0,11,0
6200, 36 months,< 1 year,RENT,65000.0,Source Verified,Fully Paid,wedding,CA,1.66,0,3,0
35000, 60 months,10+ years,MORTGAGE,109000.0,Source Verified,Charged Off,debt_consolidation,LA,18.57,0,11,0
6025, 36 months,10+ years,MORTGAGE,65000.0,Source Verified,Fully Paid,debt_consolidation,MD,19.71,0,12,1
20000, 60 months,< 1 year,RENT,81200.0,Verified,Fully Paid,major_purchase,NC,13.52,0,7,0
13000, 60 months,10+ years,MORTGAGE,85000.0,Not Verified,Fully Paid,credit_card,CT,18.92,0,14,0
3000, 36 months,4 years,RENT,75000.0,Verified,Fully Paid,wedding,PA,23.24,0,6,0
18000, 36 months,6 years,RENT,80000.0,Verified,Fully Paid,credit_card,MA,17.23,0,14,0
10000, 60 months,2 years,OWN,20400.0,Verified,Fully Paid,other,AZ,13.29,0,4,0
2000, 36 months,10+ years,RENT,65000.0,Verified,Fully Paid,vacation,OH,24.55,0,9,0
12000, 60 months,10+ years,MORTGAGE,59000.0,Not Verified,Fully Paid,home_improvement,MO,3.09,0,5,0
10000, 36 months,5 years,MORTGAGE,120000.0,Not Verified,Fully Paid,credit_card,CA,13.26,0,15,0
4800, 36 months,10+ years,RENT,38000.0,Source Verified,Fully Paid,credit_card,CA,10.17,0,4,0
20500, 60 months,7 years,RENT,40000.0,Verified,Charged Off,debt_consolidation,CA,12.9,0,9,0
9300, 36 months,2 years,RENT,42000.0,Source Verified,Fully Paid,debt_consolidation,CA,4.43,0,5,0
15000, 36 months,5 years,RENT,37440.0,Source Verified,Fully Paid,debt_consolidation,SC,11.79,0,7,0
5000, 36 months,1 year,RENT,25000.0,Not Verified,Fully Paid,credit_card,AZ,8.78,0,4,0
2000, 36 months,2 years,RENT,19200.0,Source Verified,Fully Paid,car,CA,7.63,0,3,0
10800, 60 months,6 years,OWN,65000.0,Source Verified,Fully Paid,debt_consolidation,MT,17.3,0,6,0
14000, 36 months,4 years,MORTGAGE,72000.0,Verified,Fully Paid,debt_consolidation,LA,15.02,0,9,0
12625, 36 months,1 year,MORTGAGE,55000.0,Source Verified,Charged Off,debt_consolidation,NM,23.63,0,10,0
5000, 36 months,2 years,RENT,30000.0,Verified,Fully Paid,debt_consolidation,TX,24.72,0,9,0
13800, 60 months,3 years,RENT,48000.0,Source Verified,Fully Paid,other,TX,21.45,0,4,0
5000, 36 months,10+ years,RENT,43200.0,Not Verified,Fully Paid,major_purchase,CA,9.39,0,7,0
35000, 60 months,< 1 year,MORTGAGE,120000.0,Source Verified,Fully Paid,debt_consolidation,UT,15.71,0,12,0
10000, 36 months,10+ years,RENT,74000.0,Verified,Fully Paid,car,NY,1.67,0,2,0
7300, 36 months,10+ years,MORTGAGE,42000.0,Source Verified,Fully Paid,other,TX,23.43,0,13,0
18000, 36 months,2 years,MORTGAGE,130000.0,Source Verified,Fully Paid,debt_consolidation,AL,11.18,2,15,0
10000, 36 months,10+ years,MORTGAGE,120000.0,Verified,Fully Paid,debt_consolidation,CA,23.76,0,12,0
4000, 36 months,2 years,RENT,20000.0,Not Verified,Fully Paid,major_purchase,FL,2.1,0,3,0
22000, 36 months,10+ years,RENT,82600.0,Verified,Fully Paid,debt_consolidation,CO,5.64,0,7,0
3000, 36 months,10+ years,MORTGAGE,58000.0,Not Verified,Charged Off,other,CA,3.97,1,9,0
14400, 36 months,< 1 year,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,TX,16.38,0,13,0
3800, 36 months,10+ years,RENT,26400.0,Not Verified,Fully Paid,car,FL,17.09,0,5,0
2000, 36 months,4 years,RENT,20400.0,Not Verified,Charged Off,debt_consolidation,MN,25.88,0,7,0
10000, 36 months,4 years,RENT,45600.0,Not Verified,Charged Off,debt_consolidation,FL,4.32,0,3,0
10000, 36 months,1 year,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,CA,14.14,0,4,0
12000, 36 months,10+ years,RENT,90000.0,Verified,Fully Paid,debt_consolidation,NY,20.91,0,12,0
7500, 60 months,6 years,MORTGAGE,51721.0,Not Verified,Fully Paid,car,NY,27.73,0,17,0
16450, 36 months,< 1 year,OWN,38400.0,Verified,Charged Off,debt_consolidation,AL,23.19,1,9,0
8500, 36 months,3 years,MORTGAGE,78000.0,Not Verified,Fully Paid,home_improvement,TX,2.86,0,10,0
12000, 60 months,10+ years,MORTGAGE,42000.0,Verified,Fully Paid,debt_consolidation,MD,10.71,0,6,0
3600, 60 months,10+ years,MORTGAGE,37000.0,Source Verified,Fully Paid,debt_consolidation,DC,13.23,0,5,0
29800, 36 months,7 years,OWN,62352.0,Verified,Fully Paid,debt_consolidation,NJ,16.57,0,6,0
10000, 36 months,1 year,MORTGAGE,62000.0,Not Verified,Fully Paid,home_improvement,FL,9.08,0,23,0
8000, 36 months,1 year,RENT,76460.0,Not Verified,Fully Paid,debt_consolidation,CA,9.51,0,9,0
5325, 36 months,10+ years,MORTGAGE,82000.0,Source Verified,Fully Paid,home_improvement,NJ,3.26,1,9,0
7500, 36 months,6 years,MORTGAGE,45000.0,Verified,Fully Paid,home_improvement,CT,19.02,0,8,0
12000, 36 months,8 years,MORTGAGE,40000.0,Not Verified,Charged Off,debt_consolidation,NY,12.42,0,13,0
23000, 60 months,10+ years,RENT,75000.0,Verified,Fully Paid,debt_consolidation,NY,5.78,2,9,0
2500, 36 months,1 year,MORTGAGE,34000.0,Not Verified,Fully Paid,home_improvement,CO,2.96,0,8,0
5000, 36 months,5 years,OWN,112732.0,Not Verified,Fully Paid,other,DC,18.59,0,18,0
24000, 60 months,< 1 year,MORTGAGE,74000.0,Verified,Fully Paid,debt_consolidation,MO,22.12,0,9,0
25000, 60 months,10+ years,MORTGAGE,50000.0,Verified,Fully Paid,debt_consolidation,WI,6.53,0,6,0
3000, 36 months,10+ years,RENT,60000.0,Not Verified,Fully Paid,other,CA,19.44,1,7,0
20000, 60 months,2 years,RENT,77004.0,Verified,Charged Off,debt_consolidation,GA,22.72,0,13,0
5000, 36 months,10+ years,MORTGAGE,62000.0,Verified,Fully Paid,credit_card,VA,16.03,0,15,0
30000, 36 months,10+ years,MORTGAGE,200100.0,Verified,Fully Paid,debt_consolidation,DC,8.79,0,11,0
12000, 60 months,10+ years,MORTGAGE,47900.0,Verified,Charged Off,credit_card,OR,12.93,0,12,0
4000, 36 months,8 years,MORTGAGE,120000.0,Not Verified,Fully Paid,home_improvement,TX,21.06,0,21,0
12000, 36 months,3 years,RENT,100000.0,Source Verified,Fully Paid,wedding,IL,9.44,0,5,0
1800, 36 months,10+ years,MORTGAGE,57600.0,Source Verified,Fully Paid,home_improvement,CA,7.31,1,9,0
16500, 60 months,10+ years,OWN,110000.0,Source Verified,Fully Paid,car,TX,4.35,0,3,0
4000, 60 months,7 years,RENT,65000.0,Verified,Fully Paid,small_business,CA,18.17,0,7,0
35000, 60 months,2 years,MORTGAGE,110000.0,Verified,Fully Paid,debt_consolidation,NJ,20.47,0,12,0
10000, 36 months,< 1 year,MORTGAGE,64500.0,Source Verified,Fully Paid,home_improvement,PA,5.28,0,10,0
18000, 60 months,3 years,RENT,78000.0,Not Verified,Charged Off,moving,MA,16.52,0,18,0
6800, 60 months,< 1 year,RENT,30000.0,Source Verified,Fully Paid,debt_consolidation,NY,13.64,0,11,0
7400, 36 months,< 1 year,RENT,140000.0,Source Verified,Fully Paid,moving,CA,0.15,0,13,0
10000, 36 months,3 years,RENT,74000.0,Source Verified,Fully Paid,credit_card,CA,17.11,0,10,0
12000, 60 months,< 1 year,RENT,34560.0,Source Verified,Charged Off,debt_consolidation,OR,7.12,0,6,0
2000, 36 months,10+ years,RENT,48000.0,Not Verified,Fully Paid,major_purchase,LA,13.95,0,4,0
5825, 36 months,5 years,RENT,26000.0,Source Verified,Fully Paid,debt_consolidation,TX,23.72,0,6,0
8400, 36 months,1 year,RENT,45000.0,Not Verified,Fully Paid,debt_consolidation,NY,16.29,0,7,0
35000, 60 months,10+ years,MORTGAGE,82000.0,Verified,Fully Paid,credit_card,LA,21.38,0,13,0
15000, 60 months,2 years,MORTGAGE,43000.0,Source Verified,Charged Off,debt_consolidation,NC,19.56,0,6,0
16000, 36 months,1 year,MORTGAGE,68000.0,Not Verified,Fully Paid,debt_consolidation,NJ,16.76,0,15,0
16500, 36 months,4 years,RENT,47000.0,Source Verified,Fully Paid,debt_consolidation,NY,14.73,0,8,0
35000, 36 months,< 1 year,MORTGAGE,116000.0,Verified,Fully Paid,debt_consolidation,CA,18.54,1,15,0
8000, 36 months,2 years,RENT,75000.0,Source Verified,Fully Paid,debt_consolidation,DC,18.85,0,24,0
30000, 60 months,10+ years,MORTGAGE,270000.0,Verified,Fully Paid,home_improvement,CA,11.5,0,7,0
12150, 36 months,8 years,OWN,32000.0,Not Verified,Fully Paid,debt_consolidation,NJ,7.65,0,10,0
7200, 36 months,3 years,OWN,24000.0,Not Verified,Fully Paid,credit_card,IL,9.95,0,6,0
5500, 36 months,7 years,MORTGAGE,85000.0,Not Verified,Fully Paid,credit_card,SD,4.18,0,3,0
25000, 60 months,10+ years,MORTGAGE,108000.0,Verified,Fully Paid,debt_consolidation,CA,16.33,0,21,0
14000, 60 months,10+ years,MORTGAGE,165000.0,Verified,Fully Paid,home_improvement,TX,4.44,0,4,0
7450, 36 months,< 1 year,MORTGAGE,114996.0,Source Verified,Fully Paid,debt_consolidation,CA,12.52,0,9,0
